line,section_name,section_artist,song_name,artist_name,song_id
"I will love you, I promise you this",Verse 2,Shania Twain & Bryan White,From This Moment On,Shania Twain,430657
There is nothing I wouldn't give,Verse 2,Shania Twain & Bryan White,From This Moment On,Shania Twain,430657
From this moment on,Verse 2,Shania Twain & Bryan White,From This Moment On,Shania Twain,430657
Ohh,Verse 2,Shania Twain & Bryan White,From This Moment On,Shania Twain,430657
You're the reason I believe in love,Chorus 2,"Shania Twain, Bryan White, Both",From This Moment On,Shania Twain,430657
And you're the answer to my prayers from up above,Chorus 2,"Shania Twain, Bryan White, Both",From This Moment On,Shania Twain,430657
All we need is just the two of us,Chorus 2,"Shania Twain, Bryan White, Both",From This Moment On,Shania Twain,430657
My dreams came true because of you,Chorus 2,"Shania Twain, Bryan White, Both",From This Moment On,Shania Twain,430657
"From this moment, as long as I live",Verse 3,Shania Twain & Bryan White,From This Moment On,Shania Twain,430657
"I will love you, I promise you this",Verse 3,Shania Twain & Bryan White,From This Moment On,Shania Twain,430657
There is nothing I wouldn't give,Verse 3,Shania Twain & Bryan White,From This Moment On,Shania Twain,430657
From this moment,Verse 3,Shania Twain & Bryan White,From This Moment On,Shania Twain,430657
"I will love you (I will love you), as long as I live",Outro,"Shania Twain, Bryan White, Both",From This Moment On,Shania Twain,430657
From this moment on (On),Outro,"Shania Twain, Bryan White, Both",From This Moment On,Shania Twain,430657
"Mmm, mmm",Outro,"Shania Twain, Bryan White, Both",From This Moment On,Shania Twain,430657
Ooh,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
"All my bags are packed, I'm ready to go",Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
I'm standing here outside your door,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
I hate to wake you up to say goodbye,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
"But the dawn is breaking, it's early morn",Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
"The taxi's waiting, he's blowin' his horn",Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Already I'm so lonesome I could die,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
So kiss me and smile for me,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Tell me that you'll wait for me,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Hold me like you'll never let me go,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Cause I'm leaving on a jet plane,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Don't know when I'll be back again,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
"Oh babe, I hate to go",Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Ooh,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
There's so many times I've let you down,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
So many times I've played around,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
"I tell you now, they don't mean a thing",Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
"Every place I go, I'll think of you",Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
"Every song I sing, I'll sing for you",Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
When I come back I'll wear your wedding ring,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
So kiss me and smile for me,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Tell me that you'll wait for me,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Hold me like you'll never let me go,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Cause I'm leaving on a jet plane,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Don't know when I'll be back again,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
"Oh babe, I hate to go",Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Now the time has come to leave you,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
"One more time, let me kiss you",Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Then close your eyes and I'll be on my way,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Dream about the days to come,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
When I won't have to leave alone,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
About the times that I won't have to say,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Oh kiss me and smile for me,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Tell me that you'll wait for me,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Hold me like you'll never let me go,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Cause I'm leaving on a jet plane,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Don't know when I'll be back again,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
"Oh babe, I hate to go",Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
I'm leaving on a jet plane,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Don't know when I'll be back again,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
"Oh babe, I hate to go",Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
I'm leaving on a jet plane,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Leaving on a jet plane,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Leaving on a jet plane,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Leaving on a jet plane,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Leaving on a jet plane,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Leaving on a jet plane,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Leaving on a jet plane,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Leaving on a jet plane,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Leaving on a jet plane,Ooh,Chantal Kreviazuk,Leaving On A Jet Plane,Chantal Kreviazuk,929448
Everybody needs inspiration,Verse 1,Miley Cyrus,When I Look at You,Miley Cyrus,185606
Everybody needs a song,Verse 1,Miley Cyrus,When I Look at You,Miley Cyrus,185606
A beautiful melody,Verse 1,Miley Cyrus,When I Look at You,Miley Cyrus,185606
When the night's so long,Verse 1,Miley Cyrus,When I Look at You,Miley Cyrus,185606
'Cause there is no guarantee,Pre-Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
That this life is easy,Pre-Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
"Yeah, when my world is falling apart",Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
When there's no light to break up the dark,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
"That's when I, I",Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
I look at you,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
When the waves,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
Are flooding the shore and I can't,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
Find my way home anymore,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
"That's when I, I",Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
I look at you,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
"When I look at you, I see forgiveness",Verse 2,Miley Cyrus,When I Look at You,Miley Cyrus,185606
I see the truth,Verse 2,Miley Cyrus,When I Look at You,Miley Cyrus,185606
You love me for who I am,Verse 2,Miley Cyrus,When I Look at You,Miley Cyrus,185606
Like the stars hold the moon,Verse 2,Miley Cyrus,When I Look at You,Miley Cyrus,185606
Right there where they belong,Verse 2,Miley Cyrus,When I Look at You,Miley Cyrus,185606
And I know I'm not alone,Verse 2,Miley Cyrus,When I Look at You,Miley Cyrus,185606
"Yeah, when my world is falling apart",Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
When there's no light to break up the dark,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
"That's when I, I",Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
I look at you,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
When the waves,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
Are flooding the shore and I can't,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
Find my way home anymore,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
"That's when I, I",Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
I look at you,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
You appear just like a dream to me,Bridge,Miley Cyrus,When I Look at You,Miley Cyrus,185606
Just like kaleidoscope colors that,Bridge,Miley Cyrus,When I Look at You,Miley Cyrus,185606
"Cover me, all I need",Bridge,Miley Cyrus,When I Look at You,Miley Cyrus,185606
Every breath that I breathe,Bridge,Miley Cyrus,When I Look at You,Miley Cyrus,185606
Don't you know you're beautiful?,Bridge,Miley Cyrus,When I Look at You,Miley Cyrus,185606
"Yeah, yeah, yeah",Bridge,Miley Cyrus,When I Look at You,Miley Cyrus,185606
When the waves,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
Are flooding the shore and I can't,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
Find my way home anymore,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
"That's when I, I",Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
I look at you,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
I look at you,Chorus,Miley Cyrus,When I Look at You,Miley Cyrus,185606
You appear just like a dream,Outro,Miley Cyrus,When I Look at You,Miley Cyrus,185606
To me,Outro,Miley Cyrus,When I Look at You,Miley Cyrus,185606
What day is it? And in what month?,Verse 1,Lifehouse,You and Me,Lifehouse,114809
This clock never seemed so alive,Verse 1,Lifehouse,You and Me,Lifehouse,114809
I can't keep up and I can't back down,Verse 1,Lifehouse,You and Me,Lifehouse,114809
I've been losing so much time,Verse 1,Lifehouse,You and Me,Lifehouse,114809
'Cause it's you and me and all of the people with nothing to do,Chorus,Lifehouse,You and Me,Lifehouse,114809
Nothing to lose,Chorus,Lifehouse,You and Me,Lifehouse,114809
And it's you and me and all other people,Chorus,Lifehouse,You and Me,Lifehouse,114809
"And I don't know why, I can't keep my eyes off of you",Chorus,Lifehouse,You and Me,Lifehouse,114809
All of the things that I want to say just aren't coming out right,Verse 2,Lifehouse,You and Me,Lifehouse,114809
I'm tripping on words,Verse 2,Lifehouse,You and Me,Lifehouse,114809
You've got my head spinning,Verse 2,Lifehouse,You and Me,Lifehouse,114809
I don't know where to go from here,Verse 2,Lifehouse,You and Me,Lifehouse,114809
'Cause it's you and me and all of the people with nothing to do,Chorus,Lifehouse,You and Me,Lifehouse,114809
Nothing to prove,Chorus,Lifehouse,You and Me,Lifehouse,114809
And it's you and me and all other people,Chorus,Lifehouse,You and Me,Lifehouse,114809
"And I don't know why, I can't keep my eyes off of you",Chorus,Lifehouse,You and Me,Lifehouse,114809
There's something about you now,Bridge,Lifehouse,You and Me,Lifehouse,114809
I can't quite figure out,Bridge,Lifehouse,You and Me,Lifehouse,114809
Everything she does is beautiful,Bridge,Lifehouse,You and Me,Lifehouse,114809
Everything she does is right,Bridge,Lifehouse,You and Me,Lifehouse,114809
'Cause it's you and me and all of the people with nothing to do,Chorus,Lifehouse,You and Me,Lifehouse,114809
Nothing to lose,Chorus,Lifehouse,You and Me,Lifehouse,114809
And it's you and me and all other people,Chorus,Lifehouse,You and Me,Lifehouse,114809
"And I don't know why, I can't keep my eyes off of you",Chorus,Lifehouse,You and Me,Lifehouse,114809
And me and all other people with nothing to do,Chorus,Lifehouse,You and Me,Lifehouse,114809
Nothing to prove,Chorus,Lifehouse,You and Me,Lifehouse,114809
And it's you and me and all other people,Chorus,Lifehouse,You and Me,Lifehouse,114809
"And I don't know why, I can't keep my eyes off of you",Chorus,Lifehouse,You and Me,Lifehouse,114809
What day is it? And in what month?,Outro/Verse 1,Lifehouse,You and Me,Lifehouse,114809
This clock never seemed so alive,Outro/Verse 1,Lifehouse,You and Me,Lifehouse,114809
I was thinking about you,Verse 1,David Archuleta,My Kind of Perfect,David Archuleta,829577
I drew a little picture,Verse 1,David Archuleta,My Kind of Perfect,David Archuleta,829577
But some things you can't put on paper,Verse 1,David Archuleta,My Kind of Perfect,David Archuleta,829577
I like you like shooting stars,Verse 1,David Archuleta,My Kind of Perfect,David Archuleta,829577
I write songs on guitar,Verse 1,David Archuleta,My Kind of Perfect,David Archuleta,829577
Got more things to do than stare at a mirror,Verse 1,David Archuleta,My Kind of Perfect,David Archuleta,829577
"And I know, I know",Pre-Chorus,David Archuleta,My Kind of Perfect,David Archuleta,829577
She's gotta be out there,Pre-Chorus,David Archuleta,My Kind of Perfect,David Archuleta,829577
"Out there, I know, I know",Pre-Chorus,David Archuleta,My Kind of Perfect,David Archuleta,829577
She's gotta be...,Pre-Chorus,David Archuleta,My Kind of Perfect,David Archuleta,829577
"Maybe I'm wrong, maybe I'm right",Chorus,David Archuleta,My Kind of Perfect,David Archuleta,829577
Maybe I just let you walk by,Chorus,David Archuleta,My Kind of Perfect,David Archuleta,829577
What can I say,Chorus,David Archuleta,My Kind of Perfect,David Archuleta,829577
Maybe I've known you all my life,Chorus,David Archuleta,My Kind of Perfect,David Archuleta,829577
Is she the one? Is it today?,Chorus,David Archuleta,My Kind of Perfect,David Archuleta,829577
Will I turn the corner,Chorus,David Archuleta,My Kind of Perfect,David Archuleta,829577
See my future in a beautiful face,Chorus,David Archuleta,My Kind of Perfect,David Archuleta,829577
Maybe,Chorus,David Archuleta,My Kind of Perfect,David Archuleta,829577
She's anything but typical,Verse 2,David Archuleta,My Kind of Perfect,David Archuleta,829577
